"","SYMBOL","ENTREZID","GENENAME"
"4096","SPTB","6710","spectrin beta, erythrocytic"
"4097","GSN","2934","gelsolin"
"4098","LACTB2","51110","lactamase beta 2"
"4099","SH3RF2","153769","SH3 domain containing ring finger 2"
"4100","RASAL1","8437","RAS protein activator like 1"
"4101","SLC52A3","113278","solute carrier family 52 member 3"
"4102","KBTBD11","9920","kelch repeat and BTB domain containing 11"
"4103","MANEAL","149175","mannosidase endo-alpha like"
"4104","RP1L1","94137","RP1 like 1"
"4105","C6orf15","29113","chromosome 6 open reading frame 15"
"4106","PIDD1","55367","p53-induced death domain protein 1"
"4107","DOCK1","1793","dedicator of cytokinesis 1"
"4108","GAL","51083","galanin and GMAP prepropeptide"
"4109","TOMM40","10452","translocase of outer mitochondrial membrane 40"
"4110","SCN11A","11280","sodium voltage-gated channel alpha subunit 11"
"4111","PIK3CD","5293","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"4112","DNAJC9","23234","DnaJ heat shock protein family (Hsp40) member C9"
"4113","MSH2","4436","mutS homolog 2"
"4114","FAM83B","222584","family with sequence similarity 83 member B"
"4115","SNORA65","26783","small nucleolar RNA, H/ACA box 65"
"4116","ZFR","51663","zinc finger RNA binding protein"
"4117","ZNF710","374655","zinc finger protein 710"
"4118","HEIH","100859930","hepatocellular carcinoma up-regulated EZH2-associated long non-coding RNA"
"4119","FAM47E","100129583","family with sequence similarity 47 member E"
"4120","PANK1","53354","pantothenate kinase 1"
"4121","DPYSL3","1809","dihydropyrimidinase like 3"
"4122","RPS15A","6210","ribosomal protein S15a"
"4123","ZNF512","84450","zinc finger protein 512"
"4124","RNF135","84282","ring finger protein 135"
"4125","POLR2J4","84820","RNA polymerase II subunit J4, pseudogene"
"4126","RHOC","389","ras homolog family member C"
"4127","ARL6IP5","10550","ADP ribosylation factor like GTPase 6 interacting protein 5"
"4128","CCNI","10983","cyclin I"
"4129","ENTPD7","57089","ectonucleoside triphosphate diphosphohydrolase 7"
"4130","MICALCL","84953","MICAL C-terminal like"
"4131","GOLGA3","2802","golgin A3"
"4132","NFE2L2","4780","nuclear factor, erythroid 2 like 2"
"4133","PNO1","56902","partner of NOB1 homolog"
"4134","LAMB2","3913","laminin subunit beta 2"
"4135","FEM1C","56929","fem-1 homolog C"
"4136","ARL3","403","ADP ribosylation factor like GTPase 3"
"4137","ZNF658B","401509","zinc finger protein 658B (pseudogene)"
"4138","TBRG4","9238","transforming growth factor beta regulator 4"
"4139","TRMT6","51605","tRNA methyltransferase 6"
"4140","FAM151B","167555","family with sequence similarity 151 member B"
"4141","ZNRF2P1","441208","zinc and ring finger 2 pseudogene 1"
"4142","WDR4","10785","WD repeat domain 4"
"4143","MIR6730","102466722","microRNA 6730"
"4144","EML3","256364","EMAP like 3"
"4145","DPY19L1","23333","dpy-19 like C-mannosyltransferase 1"
"4146","ADAM8","101","ADAM metallopeptidase domain 8"
"4147","LRRC27","80313","leucine rich repeat containing 27"
"4148","MAPK6","5597","mitogen-activated protein kinase 6"
"4149","MSTO2P","100129405","misato family member 2, pseudogene"
"4150","ABHD10","55347","abhydrolase domain containing 10"
"4151","RABEP2","79874","rabaptin, RAB GTPase binding effector protein 2"
"4152","C1orf21","81563","chromosome 1 open reading frame 21"
"4153","SIDT2","51092","SID1 transmembrane family member 2"
"4154","CCDC142","84865","coiled-coil domain containing 142"
"4155","CEACAM1","634","carcinoembryonic antigen related cell adhesion molecule 1"
"4156","IDH2","3418","isocitrate dehydrogenase (NADP(+)) 2, mitochondrial"
"4157","ADK","132","adenosine kinase"
"4158","RDX","5962","radixin"
"4159","LTBP3","4054","latent transforming growth factor beta binding protein 3"
"4160","ZNF252P-AS1","286103","ZNF252P antisense RNA 1"
"4161","HYDIN","54768","HYDIN axonemal central pair apparatus protein"
"4162","PCDHB16","57717","protocadherin beta 16"
"4163","MIR4458HG","100505738","MIR4458 host gene"
"4164","LYPD1","116372","LY6/PLAUR domain containing 1"
"4165","SLC22A13","9390","solute carrier family 22 member 13"
"4166","CASC15","401237","cancer susceptibility 15"
"4167","FLJ42351","400999","uncharacterized LOC400999"
"4168","CHRNA5","1138","cholinergic receptor nicotinic alpha 5 subunit"
"4169","LRRC36","55282","leucine rich repeat containing 36"
"4170","C10orf95","79946","chromosome 10 open reading frame 95"
"4171","AREG","374","amphiregulin"
"4172","SMURF1","57154","SMAD specific E3 ubiquitin protein ligase 1"
"4173","SMPX","23676","small muscle protein X-linked"
"4174","CCDC160","347475","coiled-coil domain containing 160"
"4175","HIPK1-AS1","101928846","HIPK1 antisense RNA 1"
"4176","PSMD2","5708","proteasome 26S subunit, non-ATPase 2"
"4177","NMB","4828","neuromedin B"
"4178","ING2","3622","inhibitor of growth family member 2"
"4179","ZNF700","90592","zinc finger protein 700"
"4180","TPRXL","348825","tetrapeptide repeat homeobox like"
"4181","HNRNPL","3191","heterogeneous nuclear ribonucleoprotein L"
"4182","ZNF138","7697","zinc finger protein 138"
"4183","FAM117A","81558","family with sequence similarity 117 member A"
"4184","TCN2","6948","transcobalamin 2"
"4185","NAA30","122830","N(alpha)-acetyltransferase 30, NatC catalytic subunit"
"4186","PTMA","5757","prothymosin alpha"
"4187","ZNF223","7766","zinc finger protein 223"
"4188","JMJD1C","221037","jumonji domain containing 1C"
"4189","NDUFS1","4719","NADH:ubiquinone oxidoreductase core subunit S1"
"4190","TMEM251","26175","transmembrane protein 251"
"4191","UBE2Z","65264","ubiquitin conjugating enzyme E2 Z"
"4192","C16orf70","80262","chromosome 16 open reading frame 70"
"4193","APBB3","10307","amyloid beta precursor protein binding family B member 3"
"4194","PDE4D","5144","phosphodiesterase 4D"
"4195","GUSBP4","375513","GUSB pseudogene 4"
"4196","DDX27","55661","DEAD-box helicase 27"
"4197","WDR62","284403","WD repeat domain 62"
"4198","MYO1H","283446","myosin IH"
"4199","COX5A","9377","cytochrome c oxidase subunit 5A"
"4200","OBSCN","84033","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"
"4201","TMEM177","80775","transmembrane protein 177"
"4202","HSPA1B","3304","heat shock protein family A (Hsp70) member 1B"
"4203","ERICH6","131831","glutamate rich 6"
"4204","LEPR","3953","leptin receptor"
"4205","MIF","4282","macrophage migration inhibitory factor"
"4206","FAM133B","257415","family with sequence similarity 133 member B"
"4207","ZNF287","57336","zinc finger protein 287"
"4208","SH2B1","25970","SH2B adaptor protein 1"
"4209","MAPK12","6300","mitogen-activated protein kinase 12"
"4210","PLEKHA1","59338","pleckstrin homology domain containing A1"
"4211","FNBP1L","54874","formin binding protein 1 like"
"4212","PPIL2","23759","peptidylprolyl isomerase like 2"
"4213","SNORD20","6082","small nucleolar RNA, C/D box 20"
"4214","CCDC60","160777","coiled-coil domain containing 60"
"4215","SPACA6P-AS","102238594","SPACA6P antisense RNA"
"4216","MIR3916","100500849","microRNA 3916"
"4217","CENPBD1P1","65996","CENPB DNA-binding domains containing 1 pseudogene 1"
"4218","SLC12A8","84561","solute carrier family 12 member 8"
"4219","LOC728989","728989","phosphodiesterase 4D interacting protein pseudogene"
"4220","BAD","572","BCL2 associated agonist of cell death"
"4221","HSD11B1","3290","hydroxysteroid 11-beta dehydrogenase 1"
"4222","RSRC1","51319","arginine and serine rich coiled-coil 1"
"4223","MED10","84246","mediator complex subunit 10"
"4224","MAT2A","4144","methionine adenosyltransferase 2A"
"4225","SLC25A51","92014","solute carrier family 25 member 51"
"4226","INHBA","3624","inhibin subunit beta A"
"4227","RAN","5901","RAN, member RAS oncogene family"
"4228","LOC643339","643339","uncharacterized LOC643339"
"4229","RPP25L","138716","ribonuclease P/MRP subunit p25 like"
"4230","TXNDC5","81567","thioredoxin domain containing 5"
"4231","DENND3","22898","DENN domain containing 3"
"4232","NEURL1B","54492","neuralized E3 ubiquitin protein ligase 1B"
"4233","TNRC6A","27327","trinucleotide repeat containing adaptor 6A"
"4234","EHD2","30846","EH domain containing 2"
"4235","ANKRD29","147463","ankyrin repeat domain 29"
"4236","TMEM71","137835","transmembrane protein 71"
"4237","ZNF382","84911","zinc finger protein 382"
"4238","FUT2","2524","fucosyltransferase 2"
"4239","GOSR2","9570","golgi SNAP receptor complex member 2"
"4240","ZNF473","25888","zinc finger protein 473"
"4241","MRS2","57380","magnesium transporter MRS2"
"4242","ALS2","57679","alsin Rho guanine nucleotide exchange factor ALS2"
"4243","PHF11","51131","PHD finger protein 11"
"4244","NOSIP","51070","nitric oxide synthase interacting protein"
"4245","MSL2","55167","MSL complex subunit 2"
"4246","PLAC8","51316","placenta associated 8"
"4247","STON1","11037","stonin 1"
"4248","KBTBD8","84541","kelch repeat and BTB domain containing 8"
"4249","EFNA1","1942","ephrin A1"
"4250","TPT1","7178","tumor protein, translationally-controlled 1"
"4251","ACP5","54","acid phosphatase 5, tartrate resistant"
"4252","SIM2","6493","SIM bHLH transcription factor 2"
"4253","RFC4","5984","replication factor C subunit 4"
"4254","PIK3C2G","5288","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma"
"4255","OIP5","11339","Opa interacting protein 5"
"4256","HLF","3131","HLF transcription factor, PAR bZIP family member"
"4257","INO80","54617","INO80 complex ATPase subunit"
"4258","NCOA2","10499","nuclear receptor coactivator 2"
"4259","DCAF4L1","285429","DDB1 and CUL4 associated factor 4 like 1"
"4260","DPYD","1806","dihydropyrimidine dehydrogenase"
"4261","EIF3B","8662","eukaryotic translation initiation factor 3 subunit B"
"4262","XRCC1","7515","X-ray repair cross complementing 1"
"4263","KLHL29","114818","kelch like family member 29"
"4264","MED13L","23389","mediator complex subunit 13L"
"4265","C15orf48","84419","chromosome 15 open reading frame 48"
"4266","BACH1-IT2","100874322","BACH1 intronic transcript 2"
"4267","ERAP2","64167","endoplasmic reticulum aminopeptidase 2"
"4268","ARHGEF39","84904","Rho guanine nucleotide exchange factor 39"
"4269","TESK1","7016","testis associated actin remodelling kinase 1"
"4270","ZNF385C","201181","zinc finger protein 385C"
"4271","SMIM22","440335","small integral membrane protein 22"
"4272","OGFR-AS1","101409261","OGFR antisense RNA 1"
"4273","OCLN","100506658","occludin"
"4274","RNF220","55182","ring finger protein 220"
"4275","ZSCAN30","100101467","zinc finger and SCAN domain containing 30"
"4276","NLRP10","338322","NLR family pyrin domain containing 10"
"4277","SRBD1","55133","S1 RNA binding domain 1"
"4278","NUP155","9631","nucleoporin 155"
"4279","FZR1","51343","fizzy and cell division cycle 20 related 1"
"4280","ACOT7","11332","acyl-CoA thioesterase 7"
"4281","ANAPC4","29945","anaphase promoting complex subunit 4"
"4282","CAV2","858","caveolin 2"
"4283","CCDC114","93233","coiled-coil domain containing 114"
"4284","MTNR1A","4543","melatonin receptor 1A"
"4285","SREBF1","6720","sterol regulatory element binding transcription factor 1"
"4286","TMEM173","340061","transmembrane protein 173"
"4287","ZSWIM3","140831","zinc finger SWIM-type containing 3"
"4288","SCNN1A","6337","sodium channel epithelial 1 alpha subunit"
"4289","ZSCAN20","7579","zinc finger and SCAN domain containing 20"
"4290","TRAF3IP1","26146","TRAF3 interacting protein 1"
"4291","KBTBD3","143879","kelch repeat and BTB domain containing 3"
"4292","RNF40","9810","ring finger protein 40"
"4293","ALDH3B1","221","aldehyde dehydrogenase 3 family member B1"
"4294","NINJ2","4815","ninjurin 2"
"4295","SH3GL1P2","6459","SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2"
"4296","CITED1","4435","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1"
"4297","FHOD1","29109","formin homology 2 domain containing 1"
"4298","SCARNA10","692148","small Cajal body-specific RNA 10"
"4299","NOP2","4839","NOP2 nucleolar protein"
"4300","SH3PXD2B","285590","SH3 and PX domains 2B"
"4301","MPP7","143098","membrane palmitoylated protein 7"
"4302","BRD7","29117","bromodomain containing 7"
"4303","RBM15B","29890","RNA binding motif protein 15B"
"4304","PSMB6","5694","proteasome subunit beta 6"
"4305","AK1","203","adenylate kinase 1"
"4306","RNF139-AS1","101927612","RNF139 antisense RNA 1 (head to head)"
"4307","CX3CL1","6376","C-X3-C motif chemokine ligand 1"
"4308","NCSTN","23385","nicastrin"
"4309","ZNF607","84775","zinc finger protein 607"
"4310","SCAP","22937","SREBF chaperone"
"4311","RBM4","5936","RNA binding motif protein 4"
"4312","UFSP2","55325","UFM1 specific peptidase 2"
"4313","ZNF702P","79986","zinc finger protein 702, pseudogene"
"4314","COMTD1","118881","catechol-O-methyltransferase domain containing 1"
"4315","ARAP1","116985","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
"4316","ATP7B","540","ATPase copper transporting beta"
"4317","RHBDL2","54933","rhomboid like 2"
"4318","PZP","5858","PZP alpha-2-macroglobulin like"
"4319","CDK11B","984","cyclin dependent kinase 11B"
"4320","ZBTB38","253461","zinc finger and BTB domain containing 38"
"4321","DEDD2","162989","death effector domain containing 2"
"4322","SIRT2","22933","sirtuin 2"
"4323","IGFBP7-AS1","255130","IGFBP7 antisense RNA 1"
"4324","IL17RA","23765","interleukin 17 receptor A"
"4325","STX17","55014","syntaxin 17"
"4326","SGCE","8910","sarcoglycan epsilon"
"4327","DEGS2","123099","delta 4-desaturase, sphingolipid 2"
"4328","KDM5C","8242","lysine demethylase 5C"
"4329","RHBDD3","25807","rhomboid domain containing 3"
"4330","LOC100507053","100507053","uncharacterized LOC100507053"
"4331","ITGAM","3684","integrin subunit alpha M"
"4332","PLS1","5357","plastin 1"
"4333","SFXN3","81855","sideroflexin 3"
"4334","CHIC2","26511","cysteine rich hydrophobic domain 2"
"4335","ETFB","2109","electron transfer flavoprotein subunit beta"
"4336","PORCN","64840","porcupine O-acyltransferase"
"4337","PPIL4","85313","peptidylprolyl isomerase like 4"
"4338","UPK3B","105375355","uroplakin 3B"
"4339","ATF6B","1388","activating transcription factor 6 beta"
"4340","PGLYRP4","57115","peptidoglycan recognition protein 4"
"4341","TMEM254-AS1","219347","TMEM254 antisense RNA 1"
"4342","STRIP2","57464","striatin interacting protein 2"
"4343","DPY30","84661","dpy-30 histone methyltransferase complex regulatory subunit"
"4344","COL22A1","169044","collagen type XXII alpha 1 chain"
"4345","PURA","5813","purine rich element binding protein A"
"4346","RPL35","11224","ribosomal protein L35"
"4347","LIFR-AS1","100506495","LIFR antisense RNA 1"
"4348","BRSK1","84446","BR serine/threonine kinase 1"
"4349","TC2N","123036","tandem C2 domains, nuclear"
"4350","UBE2D4","51619","ubiquitin conjugating enzyme E2 D4 (putative)"
"4351","AIP","9049","aryl hydrocarbon receptor interacting protein"
"4352","BRINP1","1620","BMP/retinoic acid inducible neural specific 1"
"4353","HYLS1","219844","HYLS1 centriolar and ciliogenesis associated"
"4354","IFI27L1","122509","interferon alpha inducible protein 27 like 1"
"4355","SNORA8","654320","small nucleolar RNA, H/ACA box 8"
"4356","MAP2K3","5606","mitogen-activated protein kinase kinase 3"
"4357","HLCS","3141","holocarboxylase synthetase"
"4358","ARL5A","26225","ADP ribosylation factor like GTPase 5A"
"4359","DSG2","1829","desmoglein 2"
"4360","SLC6A12","6539","solute carrier family 6 member 12"
"4361","LINGO4","339398","leucine rich repeat and Ig domain containing 4"
"4362","XRCC3","7517","X-ray repair cross complementing 3"
"4363","TOP2A","7153","DNA topoisomerase II alpha"
"4364","TRIM62","55223","tripartite motif containing 62"
"4365","CHST3","9469","carbohydrate sulfotransferase 3"
"4366","IRAK1","3654","interleukin 1 receptor associated kinase 1"
"4367","PDZD7","79955","PDZ domain containing 7"
"4368","BCL3","602","BCL3 transcription coactivator"
"4369","ZNF142","7701","zinc finger protein 142"
"4370","GPR156","165829","G protein-coupled receptor 156"
"4371","PCBP1-AS1","400960","PCBP1 antisense RNA 1"
"4372","ZC3H12C","85463","zinc finger CCCH-type containing 12C"
"4373","MAP2K7","5609","mitogen-activated protein kinase kinase 7"
"4374","IMPA1","3612","inositol monophosphatase 1"
"4375","ACTBL2","345651","actin beta like 2"
"4376","MRPL27","51264","mitochondrial ribosomal protein L27"
"4377","SH3BGRL3","83442","SH3 domain binding glutamate rich protein like 3"
"4378","PLOD1","5351","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
"4379","KCNE1","3753","potassium voltage-gated channel subfamily E regulatory subunit 1"
"4380","HAS3","3038","hyaluronan synthase 3"
"4381","RAD17","5884","RAD17 checkpoint clamp loader component"
"4382","RGS10","6001","regulator of G protein signaling 10"
"4383","ARSG","22901","arylsulfatase G"
"4384","PDCD6","10016","programmed cell death 6"
